abv,brewery,date_added,name,num_ratings,rating,state,style,town,abv_range,category,year_added,ale
0.085,New District Brewing Company,2/27/2016,New District The Last Dance,3,3.0,VA,Stout - Milk / Sweet,Arlington,8% and more,Porter / Stout,2016,0
0.05,New District Brewing Company,6/28/2017,New District The Time Stopper,1,3.0,VA,Helles / Dortmunder Export,Arlington,5-6%,Pale Lager,2017,0
0.085,New District Brewing Company,1/16/2017,New District Zeros Experimental,2,2.9,VA,Pale Ale - American / APA,Arlington,8% and more,Pale Ale,2017,1
0.053,New District Brewing Company,1/14/2019,Valor Ghost Rider Brown Porter,1,2.98,VA,Porter,Arlington,5-6%,Porter / Stout,2019,0
0.05,New District Brewing Company,1/14/2019,Valor Hefeweizen,1,2.87,VA,Weissbier - Hefeweizen,Arlington,5-6%,Wheat,2019,0
0.065,O'Connor Brewing Company,2/28/2015,O'Connor / Smartmouth Treaty of Ghent Belgian Dubbel,1,2.9,VA,Dubbel,Norfolk,6-7%,Strong Ale,2015,1
0.07,O'Connor Brewing Company,6/6/2015,O'Connor / Three Notch'd 40 Mile To The Border,17,3.46,VA,IPA,Norfolk,7-8%,IPA,2015,1
0.095,O'Connor Brewing Company,5/30/2016,O'Connor / Triple Crossing Marooned at Sea,3,3.28,VA,Strong Ale - American,Norfolk,8% and more,Strong Ale,2016,1
0.068,O'Connor Brewing Company,3/23/2019,O'Connor Ain't No Chocolate Bock Girl,1,3.04,VA,Bock - Dunkler Bock,Norfolk,6-7%,Wheat,2019,0
0.08,O'Connor Brewing Company,4/1/2012,O'Connor Barmbrack Irish Stout,6,3.1,VA,Stout - Extra / Foreign,Norfolk,8% and more,Porter / Stout,2012,0
0.06,O'Connor Brewing Company,12/27/2014,O'Connor Bold Man Oyster Stout,6,3.37,VA,Stout,Norfolk,6-7%,Porter / Stout,2014,0
0.065,O'Connor Brewing Company,3/23/2019,O'Connor Breakfast ODIS,1,3.15,VA,Stout - Dry,Norfolk,6-7%,Porter / Stout,2019,0
0.107,O'Connor Brewing Company,12/31/2015,O'Connor Brigantine Barleywine,5,3.34,VA,BarleyWine / WheatWine / RyeWine,Norfolk,8% and more,Strong Ale,2015,1
0.066,O'Connor Brewing Company,3/23/2019,O'Connor Chocolate Coffee Brown,1,2.85,VA,Brown Ale,Norfolk,6-7%,Amber Ale,2019,1
0.065,O'Connor Brewing Company,2/26/2011,O'Connor Dry Irish Stout,39,3.26,VA,Stout - Dry,Norfolk,6-7%,Porter / Stout,2011,0
0.075,O'Connor Brewing Company,7/15/2011,O'Connor El Guapo,73,3.31,VA,IPA,Norfolk,7-8%,IPA,2011,1
0.06,O'Connor Brewing Company,9/28/2013,O'Connor Endless Saison Series: Bells Beach Fall Galaxy Saison,6,3.33,VA,Saison / Farmhouse / Grisette,Norfolk,6-7%,Farmhouse Ale,2013,1
0.06,O'Connor Brewing Company,12/2/2015,O'Connor Endless Saison Series: Cloud 9 Winter Coconut Saison,6,3.33,VA,Saison / Farmhouse / Grisette,Norfolk,6-7%,Farmhouse Ale,2015,1
0.06,O'Connor Brewing Company,5/26/2016,O'Connor Endless Saison Series: Jeffreys Bay Watermelon Saison,5,3.14,VA,Saison / Farmhouse / Grisette,Norfolk,6-7%,Farmhouse Ale,2016,1
0.065,O'Connor Brewing Company,12/1/2018,O'Connor Endless Saison Series: Jumeirah Beach Black Lime Saison,4,3.23,VA,Saison / Farmhouse / Grisette,Norfolk,6-7%,Farmhouse Ale,2018,1
0.067,O'Connor Brewing Company,9/7/2018,O'Connor Endless Saison Series: Kilauea Mango Saison,1,3.09,VA,Saison / Farmhouse / Grisette,Norfolk,6-7%,Farmhouse Ale,2018,1
0.06,O'Connor Brewing Company,6/12/2017,O'Connor Endless Saison Series: La Preciosa Hibiscus Saison,4,3.22,VA,Saison / Farmhouse / Grisette,Norfolk,6-7%,Farmhouse Ale,2017,1
0.075,O'Connor Brewing Company,5/5/2013,O'Connor Endless Saison Series: S-Turns Summer Honey Saison,5,3.08,VA,Saison / Farmhouse / Grisette,Norfolk,7-8%,Farmhouse Ale,2013,1
0.075,O'Connor Brewing Company,2/1/2016,O'Connor Endless Saison Series: Shipwreck Bay Saison,13,3.46,VA,Saison / Farmhouse / Grisette,Norfolk,7-8%,Farmhouse Ale,2016,1
0.07,O'Connor Brewing Company,9/9/2018,O'Connor Endless Saison Series: Shonan Beach White & Green Tea Saison,2,3.14,VA,Saison / Farmhouse / Grisette,Norfolk,7-8%,Farmhouse Ale,2018,1
0.068,O'Connor Brewing Company,3/20/2018,O'Connor Endless Saison Series: Shore Temple,3,3.3,VA,Saison / Farmhouse / Grisette,Norfolk,6-7%,Farmhouse Ale,2018,1
0.065,O'Connor Brewing Company,12/31/2017,O'Connor Endless Saison Series: Squibnocket,4,3.1,VA,Saison / Farmhouse / Grisette,Norfolk,6-7%,Farmhouse Ale,2017,1
0.07,O'Connor Brewing Company,8/27/2016,O'Connor Endless Saison Series: Tamarindo Bay Red Coffee Saison,5,3.18,VA,Saison / Farmhouse / Grisette,Norfolk,7-8%,Farmhouse Ale,2016,1
0.069,O'Connor Brewing Company,4/6/2019,O'Connor Enfless Saison Series: Kovalam Beach Honey Lavender Saison,1,3.11,VA,Saison / Farmhouse / Grisette,Norfolk,6-7%,Farmhouse Ale,2019,1
0.055,O'Connor Brewing Company,12/5/2015,O'Connor Forbidden Brewski,1,3.06,VA,Pale Ale - American / APA,Norfolk,5-6%,Pale Ale,2015,1
0.09,O'Connor Brewing Company,9/9/2018,O'Connor Golden Pear,3,3.24,VA,Belgian Ale - Strong Pale,Norfolk,8% and more,Strong Ale,2018,1
0.075,O'Connor Brewing Company,11/7/2010,O'Connor Great Dismal Black IPA,81,3.5,VA,IPA - Black/Brown/Cascadian Dark,Norfolk,7-8%,IPA,2010,1
0.08,O'Connor Brewing Company,4/22/2012,"O'Connor Great Dismal Black IPA (Coffee, Vanilla & Chocolate)",1,2.86,VA,IPA - Black/Brown/Cascadian Dark,Norfolk,8% and more,IPA,2012,1
0.05,O'Connor Brewing Company,5/2/2010,O'Connor Green Can Golden Ale,32,2.81,VA,Blonde Ale / Golden Ale,Norfolk,5-6%,Pale Ale,2010,1
0.075,O'Connor Brewing Company,8/8/2015,O'Connor Handsome Polynesian,1,3.09,VA,IPA,Norfolk,7-8%,IPA,2015,1
0.05,O'Connor Brewing Company,8/31/2012,O'Connor Heathered Can,1,2.71,VA,Blonde Ale / Golden Ale,Norfolk,5-6%,Pale Ale,2012,1
0.055,O'Connor Brewing Company,12/27/2014,O'Connor Hop Trick,4,3.3,VA,IPA,Norfolk,5-6%,IPA,2014,1
0.1,O'Connor Brewing Company,6/17/2018,O'Connor Ibrik (Aged with Cacao Nibs),1,3.13,VA,Stout - Imperial,Norfolk,8% and more,Porter / Stout,2018,0
0.1,O'Connor Brewing Company,12/12/2015,O'Connor Ibrik (Lynnhaven Roasters),18,3.57,VA,Stout - Imperial,Norfolk,8% and more,Porter / Stout,2015,0
0.1,O'Connor Brewing Company,3/23/2019,O'Connor Ibrik (Red Wine Barrel),1,3.02,VA,Stout - Imperial,Norfolk,8% and more,Porter / Stout,2019,0
0.1,O'Connor Brewing Company,4/3/2019,O'Connor Ibrik (Snowing In Space Coffee),2,3.33,VA,Stout - Imperial,Norfolk,8% and more,Porter / Stout,2019,0
0.075,O'Connor Brewing Company,12/27/2014,O'Connor Ibrik (Three Ships Coffee),4,3.5,VA,Stout - Imperial,Norfolk,7-8%,Porter / Stout,2014,0
0.1,O'Connor Brewing Company,6/17/2018,O'Connor Ibrik (Vanilla & Coffee Bean),1,3.11,VA,Stout - Imperial,Norfolk,8% and more,Porter / Stout,2018,0
0.1,O'Connor Brewing Company,12/5/2015,O'Connor Ironclad Series: Bourbon Barrel Aged Ibrik,3,3.34,VA,Stout - Imperial,Norfolk,8% and more,Porter / Stout,2015,0
0.085,O'Connor Brewing Company,5/2/2015,O'Connor Ironclad Series: Bourbon Barrel Aged Robust Porter,3,3.34,VA,Porter - Imperial,Norfolk,8% and more,Porter / Stout,2015,0
0.107,O'Connor Brewing Company,12/31/2015,O'Connor Ironclad Series: Bourbon Barrel Brigantine,2,3.25,VA,BarleyWine / WheatWine / RyeWine,Norfolk,8% and more,Strong Ale,2015,1
0.105,O'Connor Brewing Company,2/14/2016,O'Connor Ironclad Series: Whiskey Barrel Jamestown Island Old Ale,1,3.15,VA,Old Ale,Norfolk,8% and more,Strong Ale,2016,1
0.045,O'Connor Brewing Company,3/14/2015,O'Connor Jalapeño & Sea Salt Stout,1,2.94,VA,Flavored - Other,Norfolk,4-5%,Specialty,2015,0
0.045,O'Connor Brewing Company,2/28/2015,O'Connor Lil SIPA (Amarillo),8,3.27,VA,ISA - Session IPA,Norfolk,4-5%,IPA,2015,1
0.045,O'Connor Brewing Company,3/25/2016,O'Connor Lil SIPA (Citra),6,3.3,VA,ISA - Session IPA,Norfolk,4-5%,IPA,2016,1
0.045,O'Connor Brewing Company,9/14/2014,O'Connor Lil SIPA (El Dorado),3,3.13,VA,ISA - Session IPA,Norfolk,4-5%,IPA,2014,1
0.045,O'Connor Brewing Company,6/24/2017,O'Connor Lil SIPA (Nelson Sauvin),4,2.94,VA,ISA - Session IPA,Norfolk,4-5%,IPA,2017,1
0.095,O'Connor Brewing Company,4/14/2014,O'Connor Mermaid's Milk,2,3.07,VA,Stout - Imperial,Norfolk,8% and more,Porter / Stout,2014,0
0.045,O'Connor Brewing Company,3/14/2015,O'Connor Mexican Chocolate Stout,1,2.91,VA,Stout,Norfolk,4-5%,Porter / Stout,2015,0
0.035,O'Connor Brewing Company,10/13/2012,O'Connor Mild Child,1,2.73,VA,Mild Ale,Norfolk,4% and less,Ale,2012,1
0.045,O'Connor Brewing Company,3/14/2015,O'Connor Mounds Bar Stout,1,2.9,VA,Stout - Milk / Sweet,Norfolk,4-5%,Porter / Stout,2015,0
0.045,O'Connor Brewing Company,4/30/2016,O'Connor Music & Might,1,3.11,VA,Scotch Ale / Wee Heavy,Norfolk,4-5%,Strong Ale,2016,1
0.092,O'Connor Brewing Company,11/10/2017,O'Connor Muy Guapo,1,3.09,VA,IIPA - Imperial / Double IPA,Norfolk,8% and more,IPA,2017,1
0.113,O'Connor Brewing Company,5/2/2019,O'Connor Neutral Buoyancy,1,3.17,VA,Stout - Imperial,Norfolk,8% and more,Porter / Stout,2019,0
0.031,O'Connor Brewing Company,12/26/2015,O'Connor New Zealand Small Beer,1,3.02,VA,Pale Ale - American / APA,Norfolk,4% and less,Pale Ale,2015,1
0.055,O'Connor Brewing Company,5/23/2010,O'Connor Norfolk Canyon Pale Ale,59,3.02,VA,Pale Ale - American / APA,Norfolk,5-6%,Pale Ale,2010,1
0.055,O'Connor Brewing Company,6/6/2015,O'Connor Novia de Castille,1,3.04,VA,Flavored - Other,Norfolk,5-6%,Specialty,2015,0
0.045,O'Connor Brewing Company,3/14/2015,O'Connor Nutella Stout,1,2.84,VA,Stout,Norfolk,4-5%,Porter / Stout,2015,0
0.065,O'Connor Brewing Company,3/23/2019,O'Connor ODIS - California Raisin,1,3.04,VA,Stout - Dry,Norfolk,6-7%,Porter / Stout,2019,0
0.045,O'Connor Brewing Company,6/13/2015,O'Connor Other People's Pilsner (O.P.P.),1,3.09,VA,Pilsener / Pils / Pilsner,Norfolk,4-5%,Pale Lager,2015,0
0.085,O'Connor Brewing Company,5/12/2019,O'Connor Pacific Daydream,1,3.09,VA,IPA,Norfolk,8% and more,IPA,2019,1
0.047,O'Connor Brewing Company,3/23/2019,O'Connor Proper Lager,3,3.03,VA,Helles / Dortmunder Export,Norfolk,4-5%,Pale Lager,2019,0
0.065,O'Connor Brewing Company,10/3/2012,O'Connor Punkelweisse,12,3.03,VA,Flavored - Other,Norfolk,6-7%,Specialty,2012,0
0.065,O'Connor Brewing Company,9/27/2014,O'Connor Punkelweisse (Extra Spices),1,2.88,VA,Flavored - Other,Norfolk,6-7%,Specialty,2014,0
0.05,O'Connor Brewing Company,12/29/2016,O'Connor R&R Lager,4,2.99,VA,Pale Lager - North Am. / Light,Norfolk,5-6%,Pale Lager,2016,0
0.055,O'Connor Brewing Company,5/23/2010,O'Connor Red Nun Red Ale,30,2.79,VA,Red Ale / Intl Amber Ale,Norfolk,5-6%,Red Ale,2010,1
0.05,O'Connor Brewing Company,6/15/2015,O'Connor South by Southwit,1,2.92,VA,Witbier / Belgian White Ale,Norfolk,5-6%,Ale,2015,1
0.07,O'Connor Brewing Company,5/5/2013,O'Connor Spyhop White IPA,17,3.42,VA,IPA,Norfolk,7-8%,IPA,2013,1
0.07,O'Connor Brewing Company,6/8/2015,O'Connor Steel Battalion Series: Backyard Bonfire Smoked IPA,12,3.4,VA,Smoked - Rauchbier,Norfolk,7-8%,Specialty,2015,0
0.075,O'Connor Brewing Company,2/28/2015,O'Connor Steel Battalion Series: Chocolate Chipotle Belgian Stout,13,3.4,VA,Stout,Norfolk,7-8%,Porter / Stout,2015,0
0.08,O'Connor Brewing Company,5/10/2015,O'Connor Steel Battalion Series: Cinco De Maibock,2,3.19,VA,Bock- Heller Bock / Maibock,Norfolk,8% and more,Lager,2015,0
0.065,O'Connor Brewing Company,4/19/2015,O'Connor Steel Battalion Series: Commonwealth Common,1,3.09,VA,California Common / Steam Beer,Norfolk,6-7%,Amber Ale,2015,1
0.07,O'Connor Brewing Company,11/29/2015,O'Connor Steel Battalion Series: Doppel Debockery,8,3.31,VA,Bock - Doppelbock,Norfolk,7-8%,Lager,2015,0
0.09,O'Connor Brewing Company,11/22/2016,O'Connor Steel Battalion Series: Fond de la Mer Belgian Tripel,2,3.26,VA,Tripel,Norfolk,8% and more,Strong Ale,2016,1
0.07,O'Connor Brewing Company,4/3/2016,O'Connor Steel Battalion Series: Haulin' Oats,4,3.29,VA,Stout,Norfolk,7-8%,Porter / Stout,2016,0
0.09,O'Connor Brewing Company,8/8/2015,O'Connor Steel Battalion Series: Heavy Footer Double IPA,18,3.53,VA,IIPA - Imperial / Double IPA,Norfolk,8% and more,IPA,2015,1
0.08,O'Connor Brewing Company,7/16/2017,O'Connor Steel Battalion Series: Imperial Vienna Pale Ale,1,3.11,VA,Strong Ale - American,Norfolk,8% and more,Strong Ale,2017,1
0.065,O'Connor Brewing Company,9/19/2015,O'Connor Steel Battalion Series: O'Ctoberfest,2,3.05,VA,Märzen / Oktoberfest Bier,Norfolk,6-7%,Other Lager,2015,0
0.047,O'Connor Brewing Company,12/26/2016,O'Connor Sweater Weather,6,3.18,VA,Witbier / Belgian White Ale,Norfolk,4-5%,Ale,2016,1
0.045,O'Connor Brewing Company,7/27/2016,O'Connor Tart Tropicale,6,3.28,VA,Blonde Ale / Golden Ale,Norfolk,4-5%,Pale Ale,2016,1
0.045,O'Connor Brewing Company,3/14/2015,O'Connor Vanilla Bean Milk Stout,1,2.86,VA,Stout,Norfolk,4-5%,Porter / Stout,2015,0
0.09,O'Connor Brewing Company,4/7/2016,O'Connor Virginia Vintage Series: Discovery Scotch Ale,7,3.26,VA,Scotch Ale / Wee Heavy,Norfolk,8% and more,Strong Ale,2016,1
0.09,O'Connor Brewing Company,8/10/2017,O'Connor Virginia Vintage Series: Discovery Scotch Ale (Copper Fox),1,3.15,VA,Scotch Ale / Wee Heavy,Norfolk,8% and more,Strong Ale,2017,1
0.09,O'Connor Brewing Company,8/10/2017,O'Connor Virginia Vintage Series: Discovery Scotch Ale (Scotch Barrel),1,3.06,VA,Scotch Ale / Wee Heavy,Norfolk,8% and more,Strong Ale,2017,1
0.125,O'Connor Brewing Company,9/8/2016,O'Connor Virginia Vintage Series: Godspeed Abbey Ale,3,3.31,VA,Belgian Ale - Strong Pale,Norfolk,8% and more,Strong Ale,2016,1
0.105,O'Connor Brewing Company,2/7/2016,O'Connor Virginia Vintage Series: Jamestown Island Old Ale,1,3.15,VA,Old Ale,Norfolk,8% and more,Strong Ale,2016,1
0.11,O'Connor Brewing Company,11/19/2016,O'Connor Virginia Vintage Series: Susan Constant Wheat Wine,2,3.18,VA,BarleyWine / WheatWine / RyeWine,Norfolk,8% and more,Strong Ale,2016,1
0.05,O'Connor Brewing Company,4/19/2015,O'Connor Walk Off Kolsch,1,3.13,VA,Kölsch / Kölsch-Style,Norfolk,5-6%,Pale Lager,2015,0
0.065,O'Connor Brewing Company,12/16/2012,O'Connor Winter Pecan Porter,8,3.21,VA,Porter,Norfolk,6-7%,Porter / Stout,2012,0
0.05,O'Connor Brewing Company,10/31/2015,O'Connor Wisky,1,3.02,VA,Wheat Ale,Norfolk,5-6%,Wheat,2015,0
0.04,O'Connor Brewing Company,5/22/2015,O'Connor Zephyrweisse,9,3.28,VA,Weissbier - Hefeweizen,Norfolk,4-5%,Wheat,2015,0
0.057,Ober Brewing Company,4/1/2018,Ober Appalachian Mama American Amber Ale,1,3.0,VA,Red Ale / Intl Amber Ale,Salem,5-6%,Red Ale,2018,1
0.052000000000000005,Ober Brewing Company,4/1/2018,Ober Daily Grind Stout,1,3.02,VA,Stout - Dry,Salem,5-6%,Porter / Stout,2018,0
0.07200000000000001,Ober Brewing Company,4/1/2018,Ober Ragutis IPA,1,2.98,VA,IPA,Salem,7-8%,IPA,2018,1
0.047,Ober Brewing Company,4/1/2018,Ober White Lady Belgian Witbier,1,2.89,VA,Witbier / Belgian White Ale,Salem,4-5%,Ale,2018,1
0.073,Ocelot Brewing Company,5/13/2017,Ocelot / Amplified Ale Works Grunge Legdrop,6,3.47,VA,IPA,Dulles,7-8%,IPA,2017,1
0.08,Ocelot Brewing Company,7/13/2016,Ocelot / Bluejacket Raised On Promises,7,3.52,VA,IIPA - Imperial / Double IPA,Dulles,8% and more,IPA,2016,1
0.056,Ocelot Brewing Company,4/6/2017,Ocelot / Briess Craft AF,4,3.39,VA,Pale Lager - North Am. / Light,Dulles,5-6%,Pale Lager,2017,0
0.091,Ocelot Brewing Company,10/20/2018,Ocelot / Civil Society / Aslin / Finback / Barreled Souls / Dancing Gnome / RAR / Triple Crossing / Charles Towne Lean on Me,3,3.43,VA,IIPA - Imperial / Double IPA,Dulles,8% and more,IPA,2018,1
0.062,Ocelot Brewing Company,5/4/2017,Ocelot / Civil Society Royal Rumble,7,3.5,VA,Pale Ale - American / APA,Dulles,6-7%,Pale Ale,2017,1
0.048,Ocelot Brewing Company,2/13/2018,Ocelot / Council Float On,2,3.26,VA,Pale Lager - North Am. / Light,Dulles,4-5%,Pale Lager,2018,0
0.073,Ocelot Brewing Company,8/22/2015,Ocelot / Crooked Run Together We Stand,4,3.35,VA,Saison / Farmhouse / Grisette,Dulles,7-8%,Farmhouse Ale,2015,1
0.065,Ocelot Brewing Company,10/5/2018,Ocelot / Fair Winds Velvet Sea,3,3.33,VA,Porter,Dulles,6-7%,Porter / Stout,2018,0
0.05,Ocelot Brewing Company,7/15/2018,Ocelot / Graft Brazilian Snowball Fight,2,3.32,VA,Gose,Dulles,5-6%,Sour,2018,0
0.12,Ocelot Brewing Company,4/29/2017,Ocelot / J. Wakefield Here Kitty Kitty,3,3.37,VA,Stout - Imperial,Dulles,8% and more,Porter / Stout,2017,0
0.12,Ocelot Brewing Company,3/29/2018,Ocelot / J. Wakefield Here Kitty Kitty (Bourbon Barrel Aged),3,3.54,VA,Stout - Imperial,Dulles,8% and more,Porter / Stout,2018,0
0.069,Ocelot Brewing Company,10/12/2017,Ocelot / Mad Fox Twenty Four Hours,3,3.39,VA,IPA,Dulles,6-7%,IPA,2017,1
0.086,Ocelot Brewing Company,11/1/2017,Ocelot / Magnify Reflections of a Dream,3,3.37,VA,IIPA - Imperial / Double IPA,Dulles,8% and more,IPA,2017,1
0.108,Ocelot Brewing Company,2/2/2016,Ocelot / Meridian Pint Talking Backwards,13,3.84,VA,IIPA - Imperial / Double IPA,Dulles,8% and more,IPA,2016,1
0.066,Ocelot Brewing Company,12/8/2016,Ocelot / Old Ox / Old 690 / Belly Love / Tin Cannon / The Veil Hops for Hope IPA,1,3.17,VA,IPA,Dulles,6-7%,IPA,2016,1
0.067,Ocelot Brewing Company,5/13/2017,Ocelot / Solace Patiently Waiting,6,3.41,VA,Pale Lager - India / Hoppy,Dulles,6-7%,Pale Lager,2017,0
0.08,Ocelot Brewing Company,10/18/2016,Ocelot / The Answer Fuquette,8,3.52,VA,IIPA - Imperial / Double IPA,Dulles,8% and more,IPA,2016,1
0.065,Ocelot Brewing Company,12/9/2017,Ocelot / The Veil / Bluejacket Hops For Hope 2017,4,3.56,VA,IPA,Dulles,6-7%,IPA,2017,1
0.09,Ocelot Brewing Company,2/13/2018,Ocelot / The Veil Big Cat,2,3.25,VA,IIPA - Imperial / Double IPA,Dulles,8% and more,IPA,2018,1
0.11,Ocelot Brewing Company,3/17/2019,Ocelot / The Veil Bigger Cat,2,3.3,VA,IIPA - Imperial / Double IPA,Dulles,8% and more,IPA,2019,1
0.08,Ocelot Brewing Company,8/16/2018,Ocelot / Triple Crossing Seek & Destroy,4,3.44,VA,IIPA - Imperial / Double IPA,Dulles,8% and more,IPA,2018,1
0.08,Ocelot Brewing Company,4/20/2019,Ocelot / Union Craft Grand Royale,2,3.23,VA,IIPA - Imperial / Double IPA,Dulles,8% and more,IPA,2019,1
0.063,Ocelot Brewing Company,2/5/2017,Ocelot Acquiesce,6,3.66,VA,IPA,Dulles,6-7%,IPA,2017,1
0.07,Ocelot Brewing Company,3/9/2016,Ocelot Albatross,6,3.36,VA,IPA,Dulles,7-8%,IPA,2016,1
0.052000000000000005,Ocelot Brewing Company,4/26/2018,Ocelot Angel In White,2,3.16,VA,Witbier / Belgian White Ale,Dulles,5-6%,Ale,2018,1
0.067,Ocelot Brewing Company,9/1/2018,Ocelot Black Summer Rain,2,3.25,VA,Stout,Dulles,6-7%,Porter / Stout,2018,0
0.059,Ocelot Brewing Company,8/30/2017,Ocelot Break My Balls,4,3.47,VA,IPA,Dulles,5-6%,IPA,2017,1
0.066,Ocelot Brewing Company,4/9/2016,Ocelot Broken,6,3.45,VA,Red Ale / Intl Amber Ale,Dulles,6-7%,Red Ale,2016,1
0.087,Ocelot Brewing Company,8/9/2016,Ocelot Buddhist Prodigy,8,3.77,VA,IIPA - Imperial / Double IPA,Dulles,8% and more,IPA,2016,1
0.08,Ocelot Brewing Company,8/9/2017,Ocelot Burn Your Papers,2,3.25,VA,IIPA - Imperial / Double IPA,Dulles,8% and more,IPA,2017,1
0.067,Ocelot Brewing Company,7/16/2015,Ocelot California Stars,2,3.12,VA,IPA,Dulles,6-7%,IPA,2015,1
0.067,Ocelot Brewing Company,9/2/2016,Ocelot Candle of Thought,3,3.22,VA,Saison / Farmhouse / Grisette,Dulles,6-7%,Farmhouse Ale,2016,1
0.108,Ocelot Brewing Company,9/30/2016,Ocelot Capsized,8,3.23,VA,Stout - Imperial,Dulles,8% and more,Porter / Stout,2016,0
0.11,Ocelot Brewing Company,7/8/2017,Ocelot Capsized (Bourbon Barrel Aged),4,3.12,VA,Stout - Imperial,Dulles,8% and more,Porter / Stout,2017,0
0.108,Ocelot Brewing Company,9/30/2016,Ocelot Capsized (Coffee),1,3.11,VA,Stout - Imperial,Dulles,8% and more,Porter / Stout,2016,0
0.108,Ocelot Brewing Company,4/26/2018,Ocelot Capsized (Raspberries),1,3.17,VA,Stout - Imperial,Dulles,8% and more,Porter / Stout,2018,0
0.069,Ocelot Brewing Company,8/24/2017,Ocelot Checkers & Chess,4,3.4,VA,IPA,Dulles,6-7%,IPA,2017,1
0.067,Ocelot Brewing Company,4/6/2017,Ocelot Cosmic Jive,6,3.43,VA,IPA,Dulles,6-7%,IPA,2017,1
0.068,Ocelot Brewing Company,5/5/2017,Ocelot Country Roads,5,3.13,VA,Saison / Farmhouse / Grisette,Dulles,6-7%,Farmhouse Ale,2017,1
0.084,Ocelot Brewing Company,11/28/2017,Ocelot Crazy Fingers,8,3.44,VA,IIPA - Imperial / Double IPA,Dulles,8% and more,IPA,2017,1
0.07400000000000001,Ocelot Brewing Company,12/24/2015,Ocelot Crimson Tears,7,3.25,VA,Saison / Farmhouse / Grisette,Dulles,7-8%,Farmhouse Ale,2015,1
0.048,Ocelot Brewing Company,6/29/2016,Ocelot Day After Day,12,3.46,VA,ISA - Session IPA,Dulles,4-5%,IPA,2016,1
0.066,Ocelot Brewing Company,12/9/2017,Ocelot Devil's Got A New Disguise,2,3.26,VA,Saison / Farmhouse / Grisette,Dulles,6-7%,Farmhouse Ale,2017,1
0.081,Ocelot Brewing Company,5/13/2015,Ocelot Dogs of Doom,6,3.32,VA,IIPA - Imperial / Double IPA,Dulles,8% and more,IPA,2015,1
0.062,Ocelot Brewing Company,10/1/2017,"Ocelot Done, Done Onto the Next One",5,3.44,VA,IPA,Dulles,6-7%,IPA,2017,1
0.062,Ocelot Brewing Company,9/1/2018,Ocelot Dream On,2,3.26,VA,Saison / Farmhouse / Grisette,Dulles,6-7%,Farmhouse Ale,2018,1
0.059,Ocelot Brewing Company,7/24/2015,Ocelot Easily Amused,7,3.33,VA,Pale Ale - American / APA,Dulles,5-6%,Pale Ale,2015,1
0.053,Ocelot Brewing Company,6/15/2017,Ocelot Electric Boots,3,3.28,VA,Flavored - Fruit,Dulles,5-6%,Specialty,2017,0
0.068,Ocelot Brewing Company,7/24/2015,Ocelot Elementary Penguin,1,3.09,VA,IPA,Dulles,6-7%,IPA,2015,1
0.044,Ocelot Brewing Company,10/6/2016,Ocelot Elizabeth My Dear,7,3.21,VA,Bitter - Ordinary / Best,Dulles,4-5%,Ale,2016,1
0.067,Ocelot Brewing Company,3/26/2019,Ocelot Elsewhere,1,3.11,VA,IPA,Dulles,6-7%,IPA,2019,1
0.08,Ocelot Brewing Company,11/12/2015,Ocelot Embrace the Loss,9,3.44,VA,IIPA - Imperial / Double IPA,Dulles,8% and more,IPA,2015,1
0.084,Ocelot Brewing Company,5/13/2015,Ocelot Fading Beauty,15,3.53,VA,IIPA - Imperial / Double IPA,Dulles,8% and more,IPA,2015,1
0.051,Ocelot Brewing Company,11/16/2016,Ocelot Fandango,3,3.13,VA,Witbier / Belgian White Ale,Dulles,5-6%,Ale,2016,1
0.055,Ocelot Brewing Company,10/27/2016,Ocelot Feel The Break,7,3.34,VA,IPA,Dulles,5-6%,IPA,2016,1
0.071,Ocelot Brewing Company,5/13/2015,Ocelot Fleeting Glimpse,5,2.95,VA,Blonde Ale / Golden Ale,Dulles,7-8%,Pale Ale,2015,1
0.062,Ocelot Brewing Company,9/30/2016,Ocelot Flywheel,8,3.44,VA,IPA,Dulles,6-7%,IPA,2016,1
0.08,Ocelot Brewing Company,11/16/2016,Ocelot Foggy Rather Groggy,9,3.57,VA,IIPA - Imperial / Double IPA,Dulles,8% and more,IPA,2016,1
0.068,Ocelot Brewing Company,11/13/2017,Ocelot Fooling Around,2,3.19,VA,IPA,Dulles,6-7%,IPA,2017,1
0.066,Ocelot Brewing Company,8/20/2017,Ocelot Forever More,4,3.36,VA,IPA,Dulles,6-7%,IPA,2017,1
0.087,Ocelot Brewing Company,3/16/2016,Ocelot Frightened,15,3.73,VA,IIPA - Imperial / Double IPA,Dulles,8% and more,IPA,2016,1
0.068,Ocelot Brewing Company,11/12/2015,Ocelot From the Bottom,8,3.36,VA,Pale Lager - North Am. / Light,Dulles,6-7%,Pale Lager,2015,0
0.07200000000000001,Ocelot Brewing Company,11/12/2015,Ocelot From the Top,12,3.43,VA,IPA,Dulles,7-8%,IPA,2015,1
0.069,Ocelot Brewing Company,12/23/2017,Ocelot Gone Fishin,4,3.29,VA,IPA,Dulles,6-7%,IPA,2017,1
0.07,Ocelot Brewing Company,4/6/2017,Ocelot Gorgeous & Alone,7,3.54,VA,IPA,Dulles,7-8%,IPA,2017,1
