abv,brewery,date_added,link,name,num_ratings,rating,style,style_rating
0.067, Bluejacket,8/26/2014,www.ratebeer.com/beer/bluejacket-1812-project-1-strong-ale/283726/,Bluejacket 1812 Project #1: Strong Ale,2,2.98,Strong Ale - English,
0.058, Bluejacket,2/12/2015,www.ratebeer.com/beer/bluejacket-1812-project-blend-porter/314746/,Bluejacket 1812 Project Blend: Porter ,15,3.35,Porter,66.0
0.086, Bluejacket,12/22/2013,www.ratebeer.com/beer/bluejacket-9-pound-hammer-2013-2017/243112/,Bluejacket 9 Pound Hammer (2013-2017),26,3.46,IIPA - Imperial / Double IPA,40.0
0.038, Bluejacket,2/12/2015,www.ratebeer.com/beer/bluejacket-a-little-golden-gem/314745/,Bluejacket A Little Golden Gem,28,3.65,Gose - Flavored,95.0
0.08, Bluejacket,2/17/2019,www.ratebeer.com/beer/bluejacket-academy-fight-song/705694/,Bluejacket Academy Fight Song,3,3.24,IIPA - Imperial / Double IPA,
0.047, Bluejacket,10/16/2015,www.ratebeer.com/beer/bluejacket-anacostia-delta/368282/,Bluejacket Anacostia Delta,22,3.56,Saison / Farmhouse / Grisette,87.0
0.075, Bluejacket,4/10/2017,www.ratebeer.com/beer/bluejacket-another-place/503292/,Bluejacket Another Place ,2,3.19,IPA,
0.04, Bluejacket,6/16/2016,www.ratebeer.com/beer/bluejacket-anthem/426675/,Bluejacket Anthem,4,3.36,Gose,
0.07, Bluejacket,2/17/2017,www.ratebeer.com/beer/bluejacket-apostrophe-39/488499/,Bluejacket Apostrophe ('),2,3.18,IPA,
0.122, Bluejacket,10/24/2014,www.ratebeer.com/beer/bluejacket-appleton-estate-barrel-aged-cashmere/295224/,Bluejacket Appleton Estate Barrel-Aged Cashmere,6,3.25,Quadrupel / Abt,
0.048, Bluejacket,12/27/2018,www.ratebeer.com/beer/bluejacket-baby-blue/690684/,Bluejacket Baby Blue,2,3.04,Kölsch / Kölsch-Style,
0.04, Bluejacket,1/15/2014,www.ratebeer.com/beer/bluejacket-baker39s-dozen/246738/,Bluejacket Baker's Dozen,4,2.96,Flavored - Other,
0.087, Bluejacket,11/11/2015,www.ratebeer.com/beer/bluejacket-bear-mountain/374520/,Bluejacket Bear Mountain,7,3.43,Saison / Farmhouse / Grisette,
0.072, Bluejacket,12/9/2016,www.ratebeer.com/beer/bluejacket-because-the-night/470880/,Bluejacket Because The Night,4,3.35,Porter,
0.085, Bluejacket,6/13/2016,www.ratebeer.com/beer/bluejacket-big-sleep/426080/,Bluejacket Big Sleep,5,3.22,IIPA - Imperial / Double IPA,
0.077, Bluejacket,10/19/2013,www.ratebeer.com/beer/bluejacket-bird-of-prey-ipa/234021/,Bluejacket Bird of Prey IPA ,17,3.29,IPA,48.0
0.074, Bluejacket,12/22/2013,www.ratebeer.com/beer/bluejacket-black-eye/243111/,Bluejacket Black Eye,11,3.27,Porter,53.0
0.074, Bluejacket,8/31/2014,www.ratebeer.com/beer/bluejacket-black-eye-bitter-orange-peel/284749/,Bluejacket Black Eye (Bitter Orange Peel),1,2.9,Porter,
0.12, Bluejacket,12/6/2015,www.ratebeer.com/beer/bluejacket-blue-monday/380142/,Bluejacket Blue Monday,9,3.45,Stout - Imperial,28.0
0.058, Bluejacket,8/21/2016,www.ratebeer.com/beer/bluejacket-blue-note/443502/,Bluejacket Blue Note,6,3.31,Sour / Wild Beer,
0.075, Bluejacket,4/10/2017,www.ratebeer.com/beer/bluejacket-blue-sky/503290/,Bluejacket Blue Sky,4,3.21,Bock - Weizenbock,
0.047, Bluejacket,8/14/2015,www.ratebeer.com/beer/bluejacket-blue-velvet/353976/,Bluejacket Blue Velvet,11,3.39,Berliner Weisse,49.0
0.11, Bluejacket,10/30/2016,www.ratebeer.com/beer/bluejacket-bone-machine/460911/,Bluejacket Bone Machine,7,3.54,IIPA - Imperial / Double IPA,
0.069, Bluejacket,3/20/2016,www.ratebeer.com/beer/bluejacket-broken-chairs/404908/,Bluejacket Broken Chairs,7,3.26,Porter,
0.077, Bluejacket,2/25/2014,www.ratebeer.com/beer/bluejacket-bully-pulpit/252931/,Bluejacket Bully Pulpit,8,3.2,IIPA - Imperial / Double IPA,
0.085, Bluejacket,5/1/2014,www.ratebeer.com/beer/bluejacket-burning-bush/263323/,Bluejacket Burning Bush,4,2.98,Tripel,
0.092, Bluejacket,5/10/2014,www.ratebeer.com/beer/bluejacket-burning-bush-bourbon-barrel/264965/,Bluejacket Burning Bush (Bourbon Barrel),7,3.2,Tripel,
0.08, Bluejacket,8/27/2018,www.ratebeer.com/beer/bluejacket-caribou/652414/,Bluejacket Caribou,5,3.44,Stout - Milk / Sweet,
0.098, Bluejacket,12/8/2013,www.ratebeer.com/beer/bluejacket-cashmere/241157/,Bluejacket Cashmere,12,3.28,Quadrupel / Abt,23.0
0.07, Bluejacket,3/24/2019,www.ratebeer.com/beer/bluejacket-challengers/715531/,Bluejacket Challengers,3,3.3,IPA,
0.065, Bluejacket,2/27/2015,www.ratebeer.com/beer/bluejacket-cherry-trouble-red-wine-barrel/317585/,Bluejacket Cherry Trouble (Red Wine Barrel),6,3.54,Sour - Flanders Red / Bruin,
0.05, Bluejacket,8/10/2018,www.ratebeer.com/beer/bluejacket-circus/646862/,Bluejacket Circus,2,3.12,Gose,
0.082, Bluejacket,1/23/2015,www.ratebeer.com/beer/bluejacket-clamor/311430/,Bluejacket Clamor,17,3.5,IIPA - Imperial / Double IPA,49.0
0.05, Bluejacket,2/24/2014,www.ratebeer.com/beer/bluejacket-clockwork/252778/,Bluejacket Clockwork,9,3.21,Sour / Wild Beer,19.0
0.066, Bluejacket,12/26/2014,www.ratebeer.com/beer/bluejacket-clown-car/306739/,Bluejacket Clown Car,6,3.22,IPA,
0.038, Bluejacket,11/11/2015,www.ratebeer.com/beer/bluejacket-coaltown/374525/,Bluejacket Coaltown,13,3.17,Mild Ale,59.0
0.049, Bluejacket,12/13/2015,www.ratebeer.com/beer/bluejacket-coaltown-cinnamon-fireballs/381818/,Bluejacket Coaltown (Cinnamon & Fireballs),1,3.06,Brown Ale,
0.07, Bluejacket,1/21/2018,www.ratebeer.com/beer/bluejacket-cobras/585745/,Bluejacket Cobras,2,3.21,IPA,
0.062, Bluejacket,2/17/2019,www.ratebeer.com/beer/bluejacket-company-porter/705699/,Bluejacket Company Porter,0,,Porter,
, Bluejacket,1/27/2017,www.ratebeer.com/beer/bluejacket-constantinople/482658/,Bluejacket Constantinople,3,3.25,IPA,
0.085, Bluejacket,5/2/2014,www.ratebeer.com/beer/bluejacket-cool-jerk/263578/,Bluejacket Cool Jerk,7,3.2,Belgian Ale - Strong Pale,
0.105, Bluejacket,5/8/2017,www.ratebeer.com/beer/bluejacket-corcovado/511957/,Bluejacket Corcovado,1,2.92,Quadrupel / Abt,
0.058, Bluejacket,10/29/2013,www.ratebeer.com/beer/bluejacket-cut-dry/235617/,Bluejacket Cut & Dry,16,3.15,Pilsener - Czech / Svetlý,90.0
0.074, Bluejacket,10/14/2017,www.ratebeer.com/beer/bluejacket-dance-to-the-music/559623/,Bluejacket Dance to the Music,1,3.02,IPA,
0.061, Bluejacket,10/30/2016,www.ratebeer.com/beer/bluejacket-dead-flowers/461042/,Bluejacket Dead Flowers,3,3.24,Pale Ale - American / APA,
0.058, Bluejacket,2/17/2015,www.ratebeer.com/beer/bluejacket-decoy/315762/,Bluejacket Decoy,10,3.2,Pale Lager - Intl / Premium,93.0
0.07, Bluejacket,11/21/2018,www.ratebeer.com/beer/bluejacket-diamond-sea/679496/,Bluejacket Diamond Sea,4,3.31,IPA - Hazy / NEIPA,
0.07, Bluejacket,7/13/2018,www.ratebeer.com/beer/bluejacket-dime-store-alchemy/637834/,Bluejacket Dime-Store Alchemy,6,3.56,IPA,
0.07, Bluejacket,10/6/2018,www.ratebeer.com/beer/bluejacket-distant-morning/664312/,Bluejacket Distant Morning,1,3.09,IPA,
0.065, Bluejacket,4/7/2017,www.ratebeer.com/beer/bluejacket-do-it-again/502357/,Bluejacket Do it Again!,1,3.15,IPA,
0.054, Bluejacket,10/31/2016,www.ratebeer.com/beer/bluejacket-dog-on-wheels/461044/,Bluejacket Dog On Wheels,2,3.28,Pale Ale - American / APA,
0.062, Bluejacket,12/9/2016,www.ratebeer.com/beer/bluejacket-dogfight/470877/,Bluejacket Dogfight,4,3.23,Red Ale / Intl Amber Ale,
0.081, Bluejacket,2/18/2017,www.ratebeer.com/beer/bluejacket-door-to-the-river/488755/,Bluejacket Door To The River,2,3.26,Belgian Ale - Strong Pale,
0.072, Bluejacket,3/9/2014,www.ratebeer.com/beer/bluejacket-double-date/254844/,Bluejacket Double Date,9,3.17,Dubbel,47.0
0.086, Bluejacket,12/24/2018,www.ratebeer.com/beer/bluejacket-double-nickels/690094/,Bluejacket Double Nickels,3,3.22,Altbier / Sticke Alt,
0.1, Bluejacket,4/7/2019,www.ratebeer.com/beer/bluejacket-dream-songs/719092/,Bluejacket Dream Songs,1,3.11,IIPA - Imperial / Double IPA,
0.048, Bluejacket,7/11/2018,www.ratebeer.com/beer/bluejacket-driven-to-tears/637207/,Bluejacket Driven To Tears,2,3.21,Sour / Wild Beer,
0.056, Bluejacket,6/19/2014,www.ratebeer.com/beer/bluejacket-duchamp/271937/,Bluejacket Duchamp,23,3.36,Saison / Farmhouse / Grisette,49.0
0.056, Bluejacket,6/19/2014,www.ratebeer.com/beer/bluejacket-duchamp-rose-hips/271938/,Bluejacket Duchamp (Rose Hips),4,3.03,Saison / Farmhouse / Grisette,
0.059, Bluejacket,1/13/2014,www.ratebeer.com/beer/bluejacket-east-of-eden/246386/,Bluejacket East of Eden,6,3.16,Saison / Farmhouse / Grisette,
0.03, Bluejacket,6/1/2018,www.ratebeer.com/beer/bluejacket-eighties-fan/624000/,Bluejacket Eighties Fan,1,3.13,Sour / Wild Beer,
0.08, Bluejacket,2/19/2019,www.ratebeer.com/beer/bluejacket-escape-momentum/706342/,Bluejacket Escape Momentum,1,3.06,Sour - Flanders Red / Bruin,
0.051, Bluejacket,3/17/2016,www.ratebeer.com/beer/bluejacket-essex/404228/,Bluejacket Essex,16,3.32,Bitter - Premium / Strong / ESB,93.0
0.054, Bluejacket,12/30/2017,www.ratebeer.com/beer/bluejacket-eton-rifles/580579/,Bluejacket Eton Rifles,5,3.36,Porter,
0.073, Bluejacket,8/3/2017,www.ratebeer.com/beer/bluejacket-everyday-people/539631/,Bluejacket Everyday People,16,3.57,IPA,87.0
0.08, Bluejacket,11/21/2018,www.ratebeer.com/beer/bluejacket-everythings-gone-green/679497/,Bluejacket Everything's Gone Green,2,3.26,IIPA - Imperial / Double IPA,
0.072, Bluejacket,9/12/2016,www.ratebeer.com/beer/bluejacket-ex-lion-tamer/449125/,Bluejacket Ex Lion Tamer,7,3.26,IPA,
0.08, Bluejacket,10/24/2013,www.ratebeer.com/beer/bluejacket-figure-8/234808/,Bluejacket Figure 8,9,3.25,Scotch Ale / Wee Heavy,43.0
0.08, Bluejacket,1/12/2014,www.ratebeer.com/beer/bluejacket-figure-8-bourbon-soaked-oak-chips/246308/,Bluejacket Figure 8 (Bourbon Soaked Oak Chips),8,3.51,Scotch Ale / Wee Heavy,
0.08, Bluejacket,10/29/2013,www.ratebeer.com/beer/bluejacket-figure-8-vanilla-coffee/235615/,"Bluejacket Figure 8 (Vanilla, Coffee)",4,3.12,Scotch Ale / Wee Heavy,
0.052, Bluejacket,9/22/2017,www.ratebeer.com/beer/bluejacket-for-the-company/553565/,Bluejacket For the Company,11,3.36,Helles / Dortmunder Export,99.0
0.042, Bluejacket,10/19/2013,www.ratebeer.com/beer/bluejacket-forbidden-planet/234802/,Bluejacket Forbidden Planet,65,3.72,Blonde Ale / Golden Ale,100.0
0.056, Bluejacket,10/10/2015,www.ratebeer.com/beer/bluejacket-formosa/366796/,Bluejacket Formosa,8,3.35,Sour / Wild Beer,
0.07, Bluejacket,8/10/2018,www.ratebeer.com/beer/bluejacket-freak-scene/646868/,Bluejacket Freak Scene,6,3.43,IPA - Hazy / NEIPA,
0.065, Bluejacket,2/9/2017,www.ratebeer.com/beer/bluejacket-french-navy/486059/,Bluejacket French Navy,4,3.26,Bière de Garde / de Mars,
0.052, Bluejacket,5/1/2014,www.ratebeer.com/beer/bluejacket-full-bloom/263320/,Bluejacket Full Bloom,38,3.53,Saison / Farmhouse / Grisette,84.0
0.057, Bluejacket,11/25/2014,www.ratebeer.com/beer/bluejacket-full-bloom-strawberries/301312/,Bluejacket Full Bloom (Strawberries),2,2.87,Saison / Farmhouse / Grisette,
0.08, Bluejacket,2/17/2017,www.ratebeer.com/beer/bluejacket-full-fathom-five/488515/,Bluejacket Full Fathom Five,11,3.61,IIPA - Imperial / Double IPA,69.0
0.04, Bluejacket,4/29/2015,www.ratebeer.com/beer/bluejacket-further/330268/,Bluejacket Further,10,3.58,Gose - Flavored,92.0
0.042, Bluejacket,8/10/2014,www.ratebeer.com/beer/bluejacket-gander/281064/,Bluejacket Gander,17,3.27,Gose,49.0
0.08, Bluejacket,7/11/2018,www.ratebeer.com/beer/bluejacket-going-underground/637182/,Bluejacket Going Underground,4,3.49,IIPA - Imperial / Double IPA,
0.054, Bluejacket,7/25/2014,www.ratebeer.com/beer/bluejacket-golden-boy/278176/,Bluejacket Golden Boy,1,2.84,Blonde Ale / Golden Ale,
0.058, Bluejacket,3/6/2015,www.ratebeer.com/beer/bluejacket-goldfinch/319233/,Bluejacket Goldfinch,18,3.48,Belgian Ale - Pale / Golden,95.0
0.11, Bluejacket,10/30/2016,www.ratebeer.com/beer/bluejacket-grandmaster/460913/,Bluejacket Grandmaster,1,3.23,Stout - Imperial,
0.054, Bluejacket,12/19/2014,www.ratebeer.com/beer/bluejacket-grendel/305321/,Bluejacket Grendel,12,3.29,Belgian Ale - Pale / Golden,81.0
0.054, Bluejacket,12/26/2014,www.ratebeer.com/beer/bluejacket-grendel-cherries-cacao-nibs/306810/,"Bluejacket Grendel (Cherries, Cacao Nibs)",3,2.86,Belgian Ale - Pale / Golden,
0.056, Bluejacket,8/21/2016,www.ratebeer.com/beer/bluejacket-ground-swell/443497/,Bluejacket Ground Swell,7,3.36,Sour / Wild Beer,
0.072, Bluejacket,5/21/2014,www.ratebeer.com/beer/bluejacket-grover/266799/,Bluejacket Grover,4,3.1,IPA,
0.057, Bluejacket,2/9/2017,www.ratebeer.com/beer/bluejacket-harborcoat/486057/,Bluejacket Harborcoat,3,3.37,Pilsener - Czech / Svetlý,
0.084, Bluejacket,12/11/2013,www.ratebeer.com/beer/bluejacket-harlow/241581/,Bluejacket Harlow!,5,3.03,Belgian Ale - Strong Pale,
0.044, Bluejacket,8/18/2014,www.ratebeer.com/beer/bluejacket-haywire/282414/,Bluejacket Haywire,11,3.22,Wheat Ale,91.0
0.059, Bluejacket,7/4/2017,www.ratebeer.com/beer/bluejacket-heart-it-races/529450/,Bluejacket Heart it Races,1,3.02,Belgian Ale - Pale / Golden,
0.049, Bluejacket,5/1/2014,www.ratebeer.com/beer/bluejacket-heavy-meadow/263324/,Bluejacket Heavy Meadow,10,3.03,Pale Lager - India / Hoppy,89.0
0.096, Bluejacket,12/9/2013,www.ratebeer.com/beer/bluejacket-high-society/241379/,Bluejacket High Society,16,3.47,BarleyWine / WheatWine / RyeWine,49.0
0.091, Bluejacket,8/23/2014,www.ratebeer.com/beer/bluejacket-high-society-bourbon-barrel/283190/,Bluejacket High Society (Bourbon Barrel),7,3.56,BarleyWine / WheatWine / RyeWine,
0.091, Bluejacket,10/19/2014,www.ratebeer.com/beer/bluejacket-high-society-grgich-hills-chardonnay-barrel/294124/,Bluejacket High Society (Grgich Hills Chardonnay Barrel),6,3.47,BarleyWine / WheatWine / RyeWine,
0.063, Bluejacket,10/6/2018,www.ratebeer.com/beer/bluejacket-hill-house/664311/,Bluejacket Hill House,1,2.96,Märzen / Oktoberfest Bier,
0.08, Bluejacket,8/27/2018,www.ratebeer.com/beer/bluejacket-hollow-horse/652416/,Bluejacket Hollow Horse,2,3.05,IIPA - Imperial / Double IPA,
0.078, Bluejacket,12/9/2016,www.ratebeer.com/beer/bluejacket-houses-in-motion/470881/,Bluejacket Houses in Motion,3,3.19,Saison / Farmhouse / Grisette,
0.048, Bluejacket,11/13/2018,www.ratebeer.com/beer/bluejacket-hurricane-alley/676460/,Bluejacket Hurricane Alley,1,3.11,Sour / Wild Beer,
0.08, Bluejacket,8/10/2018,www.ratebeer.com/beer/bluejacket-i-need-to-space/646881/,Bluejacket I Need To Space,5,3.2,IIPA - Imperial / Double IPA,
0.065, Bluejacket,7/19/2015,www.ratebeer.com/beer/bluejacket-impromptu/348324/,Bluejacket Impromptu,3,3.33,Sour / Wild Beer,
0.079, Bluejacket,5/1/2014,www.ratebeer.com/beer/bluejacket-inkwell/263322/,Bluejacket Inkwell,13,3.37,Stout - Extra / Foreign,50.0
0.11, Bluejacket,6/19/2015,www.ratebeer.com/beer/bluejacket-jackal/341547/,Bluejacket Jackal,4,3.29,Sour / Wild Beer,
0.09, Bluejacket,10/24/2013,www.ratebeer.com/beer/bluejacket-james-the-giant/234813/,Bluejacket James & The Giant,8,3.19,Flavored - Fruit,84.0
0.115, Bluejacket,4/9/2015,www.ratebeer.com/beer/bluejacket-james-e-pepper-1776-bourbon-barrel-aged-high-society/325988/,Bluejacket James E. Pepper 1776 Bourbon Barrel-Aged High Society,1,2.93,BarleyWine / WheatWine / RyeWine,
0.074, Bluejacket,4/29/2018,www.ratebeer.com/beer/bluejacket-jeepster/613899/,Bluejacket Jeepster,1,3.15,IPA,
0.084, Bluejacket,5/23/2014,www.ratebeer.com/beer/bluejacket-jezebel/267224/,Bluejacket Jezebel,6,3.07,Tripel,
0.111, Bluejacket,4/9/2015,www.ratebeer.com/beer/bluejacket-jim-beam-bourbon-barrel-aged-the-wake/325991/,Bluejacket Jim Beam Bourbon Barrel-Aged The Wake,1,2.98,Stout - Imperial,
0.06, Bluejacket,7/18/2015,www.ratebeer.com/beer/bluejacket-judge-ruby/348182/,Bluejacket Judge Ruby,15,3.63,Sour / Wild Beer,70.0
0.076, Bluejacket,6/5/2014,www.ratebeer.com/beer/bluejacket-junebug/269473/,Bluejacket Junebug,6,3.08,Bock- Heller Bock / Maibock,
0.077, Bluejacket,12/3/2017,www.ratebeer.com/beer/bluejacket-kamera/573333/,Bluejacket Kamera,3,3.37,IPA,
0.055, Bluejacket,4/7/2019,www.ratebeer.com/beer/bluejacket-keener-sounds/719096/,Bluejacket Keener Sounds,1,2.98,Sour / Wild Beer,
0.04, Bluejacket,9/10/2015,www.ratebeer.com/beer/bluejacket-kelsey-greg39s-wedding-ale/359906/,Bluejacket Kelsey & Greg's Wedding Ale,9,3.48,Sour / Wild Beer,45.0
0.04, Bluejacket,12/30/2017,www.ratebeer.com/beer/bluejacket-kelsey-greg39s-wedding-ale-2016/580641/,Bluejacket Kelsey & Greg's Wedding Ale (2016),2,3.16,Sour / Wild Beer,
0.045, Bluejacket,9/26/2017,www.ratebeer.com/beer/bluejacket-kelsey-greg39s-wedding-ale-2017/554783/,Bluejacket Kelsey & Greg's Wedding Ale (2017),3,3.27,Sour / Wild Beer,
0.046, Bluejacket,11/30/2016,www.ratebeer.com/beer/bluejacket-kid-charlemagne/467951/,Bluejacket Kid Charlemagne,5,3.33,ISA - Session IPA,
0.07, Bluejacket,5/11/2018,www.ratebeer.com/beer/bluejacket-late-night-thriller/617285/,Bluejacket Late Night Thriller,7,3.57,IPA,
0.08, Bluejacket,8/7/2017,www.ratebeer.com/beer/bluejacket-lazy-jane/540808/,Bluejacket Lazy Jane,5,3.29,IIPA - Imperial / Double IPA,
0.066, Bluejacket,3/29/2018,www.ratebeer.com/beer/bluejacket-lights-music/604465/,Bluejacket Lights & Music,2,3.3,IPA,
0.048, Bluejacket,6/29/2014,www.ratebeer.com/beer/bluejacket-limerick/273759/,Bluejacket Limerick,2,2.97,Witbier / Belgian White Ale,
0.048, Bluejacket,7/4/2014,www.ratebeer.com/beer/bluejacket-limerick-rambutan/274486/,Bluejacket Limerick (Rambutan),1,2.83,Witbier / Belgian White Ale,
0.06, Bluejacket,12/9/2016,www.ratebeer.com/beer/bluejacket-lip-service/470876/,Bluejacket Lip Service,2,3.11,Witbier / Belgian White Ale,
0.049, Bluejacket,4/18/2016,www.ratebeer.com/beer/bluejacket-loa/412250/,Bluejacket Loa,1,3.06,Pilsener / Pils / Pilsner,
0.07, Bluejacket,2/1/2019,www.ratebeer.com/beer/bluejacket-londons-drowning/701036/,Bluejacket London's Drowning,1,2.96,IPA,
0.045, Bluejacket,1/6/2017,www.ratebeer.com/beer/bluejacket-look-away/477628/,Bluejacket Look Away,4,3.35,Blonde Ale / Golden Ale,
0.041, Bluejacket,8/24/2014,www.ratebeer.com/beer/bluejacket-lost-in-space/283401/,Bluejacket Lost in Space,9,3.26,ISA - Session IPA,44.0
0.06, Bluejacket,12/2/2013,www.ratebeer.com/beer/bluejacket-lost-weekend/240421/,Bluejacket Lost Weekend,63,3.64,IPA,95.0
0.078, Bluejacket,3/6/2017,www.ratebeer.com/beer/bluejacket-lost-weekend-bravo/493175/,Bluejacket Lost Weekend: Bravo,1,3.04,IIPA - Imperial / Double IPA,
0.078, Bluejacket,3/14/2017,www.ratebeer.com/beer/bluejacket-lost-weekend-citra/495410/,Bluejacket Lost Weekend: Citra,12,3.64,IIPA - Imperial / Double IPA,74.0
0.07, Bluejacket,3/12/2018,www.ratebeer.com/beer/bluejacket-lost-weekend-falconer39s-flight/599623/,Bluejacket Lost Weekend: Falconer's Flight,1,3.06,IIPA - Imperial / Double IPA,
0.037, Bluejacket,1/30/2016,www.ratebeer.com/beer/bluejacket-lotus-eaters/392202/,Bluejacket Lotus-Eaters,13,3.52,Gose - Flavored,89.0
0.05, Bluejacket,5/2/2018,www.ratebeer.com/beer/bluejacket-love-cats/614694/,Bluejacket Love Cats,8,3.51,Pilsener / Pils / Pilsner,
0.087, Bluejacket,8/18/2014,www.ratebeer.com/beer/bluejacket-lux/282412/,Bluejacket Lux,12,3.15,Tripel,41.0
0.08, Bluejacket,10/6/2018,www.ratebeer.com/beer/bluejacket-mabon/664307/,Bluejacket Mabon,1,3.02,Stout - Milk / Sweet,
0.052, Bluejacket,4/10/2017,www.ratebeer.com/beer/bluejacket-magic-garden/503293/,Bluejacket Magic Garden ,1,3.04,Weissbier - Hefeweizen,
0.1, Bluejacket,4/9/2015,www.ratebeer.com/beer/bluejacket-maple-syrup-soaked-rye-whiskey-barrel-aged-figure-8/325992/,Bluejacket Maple Syrup-Soaked Rye Whiskey Barrel-Aged Figure 8,1,2.91,Scotch Ale / Wee Heavy,
0.111, Bluejacket,5/2/2018,www.ratebeer.com/beer/bluejacket-masquerade/614691/,Bluejacket Masquerade,1,3.11,Strong Ale - English,
0.12, Bluejacket,12/26/2018,www.ratebeer.com/beer/bluejacket-masquerade-double-barrel/690382/,Bluejacket Masquerade (Double Barrel),1,3.09,Strong Ale - English,
0.08, Bluejacket,8/10/2018,www.ratebeer.com/beer/bluejacket-metal-guru/646891/,Bluejacket Metal Guru,1,3.09,Bock- Heller Bock / Maibock,
0.074, Bluejacket,12/12/2013,www.ratebeer.com/beer/bluejacket-mexican-radio/241721/,Bluejacket Mexican Radio,70,3.7,Stout - Milk / Sweet,96.0
0.074, Bluejacket,4/18/2016,www.ratebeer.com/beer/bluejacket-mexican-radio-cherries-chocolate/412302/,Bluejacket Mexican Radio (Cherries & Chocolate),2,3.11,Stout - Milk / Sweet,
0.074, Bluejacket,1/3/2016,www.ratebeer.com/beer/bluejacket-mexican-radio-coconut/386941/,Bluejacket Mexican Radio (Coconut),6,3.45,Stout - Milk / Sweet,
0.074, Bluejacket,2/17/2017,www.ratebeer.com/beer/bluejacket-mexican-radio-fig-coconut/488490/,Bluejacket Mexican Radio (Fig & Coconut),2,3.04,Stout - Milk / Sweet,
0.074, Bluejacket,2/23/2016,www.ratebeer.com/beer/bluejacket-mexican-radio-peanuts/397847/,Bluejacket Mexican Radio (Peanuts),2,3.25,Stout - Milk / Sweet,
0.074, Bluejacket,4/28/2015,www.ratebeer.com/beer/bluejacket-mexican-radio-whiskey-barrel-aged/330049/,Bluejacket Mexican Radio (Whiskey Barrel Aged),18,3.62,Stout - Milk / Sweet,93.0
0.074, Bluejacket,1/2/2016,www.ratebeer.com/beer/bluejacket-mexican-radio-s39mores-edition/386792/,Bluejacket Mexican Radio: S'Mores Edition,2,3.12,Stout - Milk / Sweet,
0.07, Bluejacket,2/25/2016,www.ratebeer.com/beer/bluejacket-mixed-feelings/398241/,Bluejacket Mixed Feelings,2,3.16,Saison / Farmhouse / Grisette,
0.076, Bluejacket,5/23/2014,www.ratebeer.com/beer/bluejacket-moby-grape/267225/,Bluejacket Moby Grape,12,3.45,Sour - Flanders Red / Bruin,45.0
0.07, Bluejacket,12/22/2017,www.ratebeer.com/beer/bluejacket-modern-gods/578126/,Bluejacket Modern Gods,3,3.16,Stout - Milk / Sweet,
0.062, Bluejacket,2/9/2017,www.ratebeer.com/beer/bluejacket-monster/486064/,Bluejacket Monster,3,3.21,IPA,
0.085, Bluejacket,10/17/2016,www.ratebeer.com/beer/bluejacket-moon-cabbage/457602/,Bluejacket Moon Cabbage,5,3.44,IIPA - Imperial / Double IPA,
0.078, Bluejacket,1/31/2015,www.ratebeer.com/beer/bluejacket-mothra/312854/,Bluejacket Mothra,11,3.27,Saison / Farmhouse / Grisette,41.0
0.073, Bluejacket,5/8/2017,www.ratebeer.com/beer/bluejacket-mountains-of-storms/511950/,Bluejacket Mountains of Storms,1,3.04,IPA,
0.045, Bluejacket,8/19/2017,www.ratebeer.com/beer/bluejacket-movie-ending-romance/544488/,Bluejacket Movie Ending Romance ,2,3.28,Sour / Wild Beer,
0.08, Bluejacket,9/21/2018,www.ratebeer.com/beer/bluejacket-mural/659643/,Bluejacket Mural,2,3.23,Sour - Flanders Red / Bruin,
0.047, Bluejacket,5/8/2015,www.ratebeer.com/beer/bluejacket-murmur/332068/,Bluejacket Murmur,16,3.43,Pale Ale - American / APA,86.0
0.075, Bluejacket,3/11/2018,www.ratebeer.com/beer/bluejacket-naked-eye/599226/,Bluejacket Naked Eye,2,3.18,Stout - Milk / Sweet,
0.08, Bluejacket,12/10/2018,www.ratebeer.com/beer/bluejacket-near-wild-heaven/684858/,Bluejacket Near Wild Heaven,0,,IIPA - Imperial / Double IPA,
0.058, Bluejacket,10/29/2013,www.ratebeer.com/beer/bluejacket-new-zealot/235602/,Bluejacket New Zealot,11,3.27,Pale Ale - American / APA,65.0
0.05, Bluejacket,8/28/2017,www.ratebeer.com/beer/bluejacket-night-mail/546934/,Bluejacket Night Mail,2,3.16,Porter,
0.044, Bluejacket,4/10/2017,www.ratebeer.com/beer/bluejacket-north-strand-road/503289/,Bluejacket North Strand Road ,5,3.25,Stout - Dry,
0.044, Bluejacket,4/27/2018,www.ratebeer.com/beer/bluejacket-north-strand-road-vanilla/612990/,Bluejacket North Strand Road (Vanilla),1,3.11,Stout - Dry,
0.07, Bluejacket,12/7/2016,www.ratebeer.com/beer/bluejacket-nowhere-fast/470607/,Bluejacket Nowhere Fast,3,3.43,IPA,
0.085, Bluejacket,3/11/2018,www.ratebeer.com/beer/bluejacket-nowhere-lullaby/599229/,Bluejacket Nowhere Lullaby,3,3.24,Bock - Doppelbock,
0.095, Bluejacket,1/22/2014,www.ratebeer.com/beer/bluejacket-nu-order/247866/,Bluejacket Nu Order,5,3.1,Flavored - Other,
0.055, Bluejacket,6/19/2015,www.ratebeer.com/beer/bluejacket-ode/341548/,Bluejacket Ode,2,3.18,Pilsener / Pils / Pilsner,
