abv,address,brewery,country,date_added,google_map_link,link,name,num_ratings,postal_code,rating,state,style,style_rating,town
0.048,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,8/20/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-birth-ritual/544722/,Atlas Brew Works Birth Ritual ,2,20002,3.0,Washington DC,Sour / Wild Beer,,Washington
0.044,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,8/25/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-blood-orange-gose/545926/,Atlas Brew Works Blood Orange Gose,12,20002,3.25,Washington DC,Gose - Flavored,18.0,Washington
0.067,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,3/3/2018,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-bourbon-stout/597024/,Atlas Brew Works Bourbon Stout,0,20002,,Washington DC,Stout,,Washington
0.053,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,5/27/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-coffee-common-compass/517608/,Atlas Brew Works Coffee Common (Compass),6,20002,3.39,Washington DC,California Common / Steam Beer,,Washington
0.053,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,9/5/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-coffee-common-zeke39s/447225/,Atlas Brew Works Coffee Common (Zeke's),4,20002,3.1,Washington DC,California Common / Steam Beer,,Washington
0.085,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,3/3/2018,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-commoner/597021/,Atlas Brew Works Commoner,2,20002,3.0,Washington DC,California Common / Steam Beer,,Washington
0.065,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,5/13/2018,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-damn-good-ipa/618051/,Atlas Brew Works Damn Good IPA,2,20002,3.05,Washington DC,IPA,,Washington
0.057,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,7/29/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-dance-of-days/437568/,Atlas Brew Works Dance of Days,18,20002,3.5,Washington DC,Wheat Ale,98.0,Washington
0.051,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,9/1/2013,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-district-common/227437/,Atlas Brew Works District Common,76,20002,3.19,Washington DC,California Common / Steam Beer,76.0,Washington
0.051,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,1/31/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-district-saison/483902/,Atlas Brew Works District Saison,2,20002,2.93,Washington DC,Saison / Farmhouse / Grisette,,Washington
0.053,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,6/9/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-gaslight/424975/,Atlas Brew Works Gaslight,3,20002,3.27,Washington DC,Belgian Ale - Pale / Golden,,Washington
0.094,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,5/13/2018,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-giant-flaming-zombie-polar-bear/618056/,Atlas Brew Works Giant Flaming Zombie Polar Bear,2,20002,3.11,Washington DC,IIPA - Imperial / Double IPA,,Washington
0.07,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,10/5/2013,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-gov39t-shutdown-ale/232024/,Atlas Brew Works Gov't Shutdown Ale,4,20002,3.34,Washington DC,IPA,,Washington
0.054,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,2/12/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-hank39s-hops/487115/,Atlas Brew Works Hank's Hops,4,20002,3.1,Washington DC,Pale Ale - American / APA,,Washington
0.055,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,11/21/2013,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-harvest-ale/238905/,Atlas Brew Works Harvest Ale,1,20002,2.84,Washington DC,Red Ale / Intl Amber Ale,,Washington
0.067,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,6/17/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-hasawodo/523273/,Atlas Brew Works Hasawodo,0,20002,,Washington DC,Saison / Farmhouse / Grisette,,Washington
0.058,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,3/10/2014,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-home-rule-2017/254867/,Atlas Brew Works Home Rule ( - 2017),17,20002,3.3,Washington DC,Pale Lager - India / Hoppy,44.0,Washington
0.058,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,6/23/2018,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-home-rule-2018/631281/,Atlas Brew Works Home Rule (2018),1,20002,3.04,Washington DC,Pale Lager - India / Hoppy,,Washington
0.057,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,4/28/2019,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-hop-bot/725965/,Atlas Brew Works Hop Bot,1,20002,3.19,Washington DC,Pale Ale - American / APA,,Washington
0.063,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,5/21/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-if-i-did-it/515561/,Atlas Brew Works If I Did It...,3,20002,2.87,Washington DC,IPA,,Washington
0.067,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,2/4/2015,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-jrds-brandy-barrel-aged-anniversary-farmhouse/313511/,Atlas Brew Works JRDS Brandy Barrel Aged Anniversary Farmhouse,1,20002,2.9,Washington DC,Saison / Farmhouse / Grisette,,Washington
0.064,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,6/14/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-kalinkin/426280/,Atlas Brew Works Kalinkin,3,20002,3.21,Washington DC,Sour / Wild Beer,,Washington
0.071,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,6/14/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-la-saison-de-brett/426351/,Atlas Brew Works La Saison De Brett,4,20002,3.44,Washington DC,Saison / Farmhouse / Grisette,,Washington
0.071,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,11/7/2013,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-la-saison-des-fetes/236778/,Atlas Brew Works La Saison Des Fetes,25,20002,3.37,Washington DC,Saison / Farmhouse / Grisette,50.0,Washington
0.071,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,11/15/2014,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-la-saison-des-fetes-brett/299278/,Atlas Brew Works La Saison Des Fetes (Brett),5,20002,3.25,Washington DC,Saison / Farmhouse / Grisette,,Washington
0.095,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,9/24/2018,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-madoff/660651/,Atlas Brew Works Madoff,1,20002,2.98,Washington DC,IIPA - Imperial / Double IPA,,Washington
0.092,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,9/8/2013,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-nsfw/228293/,Atlas Brew Works NSFW,25,20002,3.67,Washington DC,IPA - Black/Brown/Cascadian Dark,92.0,Washington
0.073,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,8/10/2015,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-ponzi/353033/,Atlas Brew Works Ponzi,38,20002,3.44,Washington DC,IPA,68.0,Washington
0.058,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,6/14/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-pope-in-a-barrel/426286/,Atlas Brew Works Pope in a Barrel,2,20002,3.09,Washington DC,Belgian Ale - Pale / Golden,,Washington
0.047,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,8/23/2018,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-pope-magic/650797/,Atlas Brew Works Pope Magic,1,20002,2.77,Washington DC,Belgian Ale - Pale / Golden,,Washington
0.067,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,5/23/2018,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-port-barrel-silent-neighbor/620688/,Atlas Brew Works Port Barrel Silent Neighbor,2,20002,3.33,Washington DC,Stout,,Washington
0.05,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,8/28/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-power-handshake/546933/,Atlas Brew Works Power Handshake,1,20002,3.06,Washington DC,Pale Ale - American / APA,,Washington
0.067,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,1/31/2015,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-pumpernickel-stout/312689/,Atlas Brew Works Pumpernickel Stout,0,20002,,Washington DC,Specialty Grain - Other,,Washington
0.1,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,12/9/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-rowdier/470968/,Atlas Brew Works Rowdier,1,20002,2.94,Washington DC,IIPA - Imperial / Double IPA,,Washington
0.062,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,9/1/2013,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-rowdy/227436/,Atlas Brew Works Rowdy,92,20002,3.51,Washington DC,Specialty Grain - Other,96.0,Washington
0.062,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,8/25/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-rowdy-bourbon-oak-chips/545928/,Atlas Brew Works Rowdy (Bourbon Oak Chips),3,20002,2.91,Washington DC,Specialty Grain - Other,,Washington
0.049,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,7/29/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-rye-rye-my-darling/437560/,"Atlas Brew Works Rye, Rye My Darling",5,20002,3.3,Washington DC,Specialty Grain - Other,,Washington
0.044,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,7/29/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-should-i-stay-or-should-i-gose/437565/,Atlas Brew Works Should I Stay or Should I Gose,7,20002,3.34,Washington DC,Gose,,Washington
0.067,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,9/5/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-silent-neighbor/447224/,Atlas Brew Works Silent Neighbor,21,20002,3.55,Washington DC,Stout,91.0,Washington
,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,8/21/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-solar-farm/545072/,Atlas Brew Works Solar Farm,2,20002,3.14,Washington DC,IPA,,Washington
0.074,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,6/23/2018,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-stable-genius/631279/,Atlas Brew Works Stable Genius,1,20002,2.98,Washington DC,IPA - Black/Brown/Cascadian Dark,,Washington
0.047,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,4/25/2014,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-the-1500-south-cap-lager/262324/,Atlas Brew Works The 1500 South Cap Lager,25,20002,3.31,Washington DC,Helles / Dortmunder Export,98.0,Washington
0.064,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,4/19/2019,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-the-precious-one/722919/,Atlas Brew Works The Precious One,2,20002,3.14,Washington DC,IPA - Flavored,,Washington
0.1,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,9/29/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-tomb-essence/555376/,Atlas Brew Works Tomb Essence ,2,20002,3.12,Washington DC,Stout - Imperial,,Washington
0.082,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,9/11/2014,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-town-and-country/286712/,Atlas Brew Works Town and Country,11,20002,3.24,Washington DC,Belgian Ale - Strong Pale,43.0,Washington
0.061,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,12/31/2018,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-tropic-thunder/692465/,Atlas Brew Works Tropic Thunder,1,20002,3.02,Washington DC,IPA,,Washington
0.055,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,6/9/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-ugly-and-stoned/521134/,Atlas Brew Works Ugly and Stoned,4,20002,3.29,Washington DC,Sour / Wild Beer,,Washington
0.051,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,9/4/2015,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/atlas-brew-works-wet-hop-american-summer/358668/,Atlas Brew Works Wet Hop American Summer,3,20002,2.9,Washington DC,Pale Ale - American / APA,,Washington
0.05,2052 West Virginia Avenue NE Suite 102, Atlas Brew Works,USA,8/22/2018,maps.google.com/maps?f=q&hl=en&geocode=&q=Atlas+Brew+Works%2C2052+West+Virginia+Avenue+NE+Suite+102%2C+Washington%2C+Washington+DC%2C+United+States%2C+20002,www.ratebeer.com/beer/dc-solidarity-2018/650442/,DC Solidarity 2018,3,20002,3.05,Washington DC,Pilsener / Pils / Pilsner,,Washington
,25 Potomac Ave SE, Bardo Brewing,USA,10/4/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=Bardo+Brewing%2C25+Potomac+Ave+SE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20003,www.ratebeer.com/beer/bardo-belgian-ipa/556938/,Bardo Belgian IPA,1,20003,2.53,Washington DC,IPA,,Washington
0.07,25 Potomac Ave SE, Bardo Brewing,USA,9/6/2015,maps.google.com/maps?f=q&hl=en&geocode=&q=Bardo+Brewing%2C25+Potomac+Ave+SE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20003,www.ratebeer.com/beer/bardo-black-ipa/359145/,Bardo Black IPA,1,20003,3.06,Washington DC,IPA - Black/Brown/Cascadian Dark,,Washington
0.045,25 Potomac Ave SE, Bardo Brewing,USA,11/20/2014,maps.google.com/maps?f=q&hl=en&geocode=&q=Bardo+Brewing%2C25+Potomac+Ave+SE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20003,www.ratebeer.com/beer/bardo-bubba39s-sour-mash/300207/,Bardo Bubba's Sour Mash,6,20003,2.53,Washington DC,Sour / Wild Beer,,Washington
0.06,25 Potomac Ave SE, Bardo Brewing,USA,11/20/2014,maps.google.com/maps?f=q&hl=en&geocode=&q=Bardo+Brewing%2C25+Potomac+Ave+SE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20003,www.ratebeer.com/beer/bardo-buffalo-stout/300201/,Bardo Buffalo Stout,2,20003,3.0,Washington DC,Stout,,Washington
0.045,25 Potomac Ave SE, Bardo Brewing,USA,1/9/2002,maps.google.com/maps?f=q&hl=en&geocode=&q=Bardo+Brewing%2C25+Potomac+Ave+SE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20003,www.ratebeer.com/beer/bardo-bunbaberg-ginger-beer/11500/,Bardo Bunbaberg Ginger Beer,9,20003,2.88,Washington DC,Flavored - Other,,Washington
,25 Potomac Ave SE, Bardo Brewing,USA,10/4/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=Bardo+Brewing%2C25+Potomac+Ave+SE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20003,www.ratebeer.com/beer/bardo-custom-ipa/556934/,Bardo Custom IPA,1,20003,2.53,Washington DC,IPA,,Washington
0.075,25 Potomac Ave SE, Bardo Brewing,USA,11/20/2014,maps.google.com/maps?f=q&hl=en&geocode=&q=Bardo+Brewing%2C25+Potomac+Ave+SE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20003,www.ratebeer.com/beer/bardo-double-black-7-grain-imperial-ipa/300202/,Bardo Double Black 7 Grain Imperial IPA,3,20003,3.19,Washington DC,IPA - Black/Brown/Cascadian Dark,,Washington
0.08,25 Potomac Ave SE, Bardo Brewing,USA,11/20/2014,maps.google.com/maps?f=q&hl=en&geocode=&q=Bardo+Brewing%2C25+Potomac+Ave+SE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20003,www.ratebeer.com/beer/bardo-dremo-tibetan-sasquatch/300198/,Bardo Dremo Tibetan Sasquatch,7,20003,3.07,Washington DC,IIPA - Imperial / Double IPA,,Washington
0.11,25 Potomac Ave SE, Bardo Brewing,USA,1/4/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=Bardo+Brewing%2C25+Potomac+Ave+SE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20003,www.ratebeer.com/beer/bardo-graceland-imperial-stout/387102/,Bardo Graceland Imperial Stout,2,20003,2.88,Washington DC,Stout - Imperial,,Washington
0.045,25 Potomac Ave SE, Bardo Brewing,USA,8/19/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=Bardo+Brewing%2C25+Potomac+Ave+SE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20003,www.ratebeer.com/beer/bardo-hank39s-summer-sour-mash/544515/,Bardo Hank's Summer Sour Mash ,1,20003,2.94,Washington DC,Sour / Wild Beer,,Washington
0.075,25 Potomac Ave SE, Bardo Brewing,USA,8/19/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=Bardo+Brewing%2C25+Potomac+Ave+SE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20003,www.ratebeer.com/beer/bardo-imperial-black-ipa/544522/,Bardo Imperial Black IPA ,1,20003,3.06,Washington DC,IPA - Black/Brown/Cascadian Dark,,Washington
0.08,25 Potomac Ave SE, Bardo Brewing,USA,11/20/2014,maps.google.com/maps?f=q&hl=en&geocode=&q=Bardo+Brewing%2C25+Potomac+Ave+SE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20003,www.ratebeer.com/beer/bardo-imperial-chuck-brown-ale/300199/,Bardo Imperial Chuck Brown Ale,6,20003,3.24,Washington DC,Strong Ale - American,,Washington
,25 Potomac Ave SE, Bardo Brewing,USA,12/20/2014,maps.google.com/maps?f=q&hl=en&geocode=&q=Bardo+Brewing%2C25+Potomac+Ave+SE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20003,www.ratebeer.com/beer/bardo-marion-berry-ale/305787/,Bardo Marion Berry Ale,2,20003,2.84,Washington DC,Flavored - Fruit,,Washington
,25 Potomac Ave SE, Bardo Brewing,USA,2/14/2015,maps.google.com/maps?f=q&hl=en&geocode=&q=Bardo+Brewing%2C25+Potomac+Ave+SE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20003,www.ratebeer.com/beer/bardo-pale-ale/315278/,Bardo Pale Ale,6,20003,2.85,Washington DC,Pale Ale - American / APA,,Washington
,25 Potomac Ave SE, Bardo Brewing,USA,10/4/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=Bardo+Brewing%2C25+Potomac+Ave+SE%2C+Washington%2C+Washington+DC%2C+United+States%2C+20003,www.ratebeer.com/beer/bardo-saison/556931/,Bardo Saison,1,20003,2.94,Washington DC,Saison / Farmhouse / Grisette,,Washington
